DESCRIPTION,STATUS,DETAIL
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceClasses\{e6f07b5f-ee97-4a90-b076-33f57bf4eaa7}\##?#DISPLAY#GSM59F1#5&29f10517&0&UID4353#{e6f07b5f-ee97-4a90-b076-33f57bf4eaa7}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceClasses\{e83af229-8640-4d18-a213-e22675ebb2c3}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceClasses\{fb3842cd-9e2a-4f83-8fcc-4b0761139ae9}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{00000000-0000-0000-FFFF-FFFFFFFFFFFF}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{041d8525-1231-5f64-8c5a-ac2dbcfc2d96}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{08f9e586-1061-5ad3-baf5-5ae17f8400f4}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{1c8405fc-48dd-5a39-a643-996b72faf404}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{2374e6dc-0971-59dd-a29f-712f3ee01a88}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{360977af-ab29-11e8-8595-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{37497180-ae83-5bc8-b8ff-34e6381da1b7}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{377e2617-9e8d-11e8-8685-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{377e2618-9e8d-11e8-8685-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{377e2619-9e8d-11e8-8685-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{377e261a-9e8d-11e8-8685-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{44a7c2f5-258f-5cbd-b8da-0c0ac0036ae9}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{65af9dfc-fae7-11e8-85bc-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{6765d920-7a8a-5d12-9e83-7b746d2f00cc}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{77256e3c-9785-5db8-94c6-58b833235eb5}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{7a823e63-bf82-5531-a2c8-e1197bb7a1f7}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{8f6e154a-4793-4c61-aff4-d770f7d47c01}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{98fc60cb-6416-595e-a5d8-14debc1f7d85}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{a310fb92-9e8c-11e8-8684-806e6f6e6963}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{a310fb9f-9e8c-11e8-8684-806e6f6e6963}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{a310fba0-9e8c-11e8-8684-806e6f6e6963}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{a310fbc1-9e8c-11e8-8684-a3f02bedd072}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{a310fc63-9e8c-11e8-8684-a3f02bedd072}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{af6ce358-b159-5157-bf99-c5b37708591a}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{b2cad694-4440-54c1-8e8c-e6de9f06fd8f}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{b820c313-7007-567d-9d3c-cbe8fe05ebf9}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{c8a432da-0811-11e9-85c5-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{daaeddf6-a153-51c3-9c74-afe8109a0410}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{e5996152-631a-5b6c-a616-4ea30c7ea9e1}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{e73addaa-35c1-5c3c-a095-7514a5b6c83b}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{ecf5adf1-5011-4005-91ec-71ca7101b6a2}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\DeviceContainers\{fd97f3ca-c830-11e8-85a2-806e6f6e6963}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\Data,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\GBG,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\JD,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\OfflineLSA\DBOptions,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\OfflineSAM\DBOptions,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\Skew1,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\Tracing,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\NetDrivers,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Network\Connections,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Network\LightweightCallHandlers\NETMAN,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\NetworkSetup2,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Nsi\{eb004a03-9b1a-11d4-9123-0050047759bc}\33,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\SecurePipeServers\winreg,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\kernel\RNG,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Terminal Server\RCM\Secrets,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Autologger,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Security,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\{7746D80F-97E0-4E26-9543-26B41FC22F79},Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\ACPI000C\2&daba3ff&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\FixedButton\2&daba3ff&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_1\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_2\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_3\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_4\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_5\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_6\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_7\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_8\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_9\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_a\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_b\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_c\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\INT0800\4&2a759def&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\INT33A1\1\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\INT340E\2&daba3ff&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\INT3F0D\4&2a759def&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0000\4&2a759def&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0100\4&2a759def&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0103\0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0A08\0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0B00\4&2a759def&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C02\0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C02\1\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C02\2\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C02\5\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C02\IoTraps\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C02\LPC_DEV\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C02\PCHRESV\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C04\4&2a759def&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C0B\0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C0B\1\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C0B\2\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C0B\3\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C0B\4\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C0C\2&daba3ff&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C0E\2&daba3ff&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C14\GSADEV0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C14\MXM2\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\PNP0C14\TBFP\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\ThermalZone\TZ00\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI\ThermalZone\TZ01\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI_HAL\PNP0C08\0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\ACPI_HAL\UEFI\0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\DISPLAY\GSM59F1\5&29f10517&0&UID4353\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\FocusriteUSB\Audio&Adapter\1&2f4f0163&0&id:0000000012358205\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HDAUDIO\FUNC_01&VEN_10DE&DEV_0084&SUBSYS_1043854A&REV_1001\5&d37a3c&0&0001\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HDAUDIO\FUNC_01&VEN_10EC&DEV_1220&SUBSYS_1458A0C1&REV_1000\4&65e3f27&0&0001\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_0458&PID_0153&MI_00\9&26125810&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_0458&PID_0153&MI_01&Col01\9&23b1a4e&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_0458&PID_0153&MI_01&Col02\9&23b1a4e&0&0001\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_0458&PID_0153&MI_01&Col03\9&23b1a4e&0&0002\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_0458&PID_0153&MI_01&Col04\9&23b1a4e&0&0003\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_0458&PID_0153&MI_01&Col05\9&23b1a4e&0&0004\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_0458&PID_0153&MI_02\9&19fea693&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_045E&PID_028E&IG_00\8&10859b54&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_00\7&34e17fb8&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_00\7&b21c1bf&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col01\7&110a41f6&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col01\7&2ef8ff81&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col02\7&110a41f6&0&0001\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col02\7&2ef8ff81&0&0001\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col03\7&110a41f6&0&0002\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col03\7&2ef8ff81&0&0002\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col04\7&110a41f6&0&0003\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col04\7&2ef8ff81&0&0003\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col05\7&110a41f6&0&0004\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_01&Col05\7&2ef8ff81&0&0004\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_02\7&12ccfbcc&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_1532&PID_005C&MI_02\7&35fa2eaf&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\HID\VID_264A&PID_1FA5\6&1f9ec131&0&0000\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_10DE&DEV_10F1&SUBSYS_854A1043&REV_A1\4&2db3ecda&0&0108\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_10DE&DEV_1C03&SUBSYS_854A1043&REV_A1\4&2db3ecda&0&0008\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_1969&DEV_E0B1&SUBSYS_E0001458&REV_10\4&3657540c&0&00E2\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_1B21&DEV_2142&SUBSYS_50071458&REV_00\4&302206e1&0&00E4\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_1B21&DEV_2142&SUBSYS_50071458&REV_00\4&dd0f5dc&0&00E6\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_15B8&SUBSYS_E0001458&REV_00\3&11583659&0&FE\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_1901&SUBSYS_50001458&REV_07\3&11583659&0&08\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_1911&SUBSYS_50001458&REV_00\3&11583659&0&40\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_3EC2&SUBSYS_50001458&REV_07\3&11583659&0&00\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_A282&SUBSYS_B0051458&REV_00\3&11583659&0&B8\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_A290&SUBSYS_50011458&REV_F0\3&11583659&0&E0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_A291&SUBSYS_50011458&REV_F0\3&11583659&0&E1\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_A292&SUBSYS_50011458&REV_F0\3&11583659&0&E2\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_A294&SUBSYS_50011458&REV_F0\3&11583659&0&E4\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_A296&SUBSYS_50011458&REV_F0\3&11583659&0&E6\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_A298&SUBSYS_50011458&REV_F0\3&11583659&0&E8\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Enum\PCI\VEN_8086&DEV_A2A1&SUBSYS_50011458&REV_00\3&11583659&0&FA\Properties,Exception,[WinError 5] Acceso denegado
